episode,fatigue,skill_level,task_completion_time,task_complexity,task_type
2066,1.0,0,8.841864153467036,high,collaborative
2067,0.5,0,9.933410461507522,high,robot-only
2068,0.5,1,5.674390581419997,medium,collaborative
2069,1.0,0,12.294470256237915,low,robot-only
2070,0.0,2,9.099554557687075,low,human-only
2071,0.5,1,8.398142907871275,medium,human-only
2072,0.0,0,8.933647230757554,low,collaborative
2073,0.5,1,12.26914886469488,high,human-only
2074,0.5,2,8.58955865918912,medium,robot-only
2075,1.0,2,11.170076685759419,medium,robot-only
2076,0.0,2,15.582835439134943,medium,robot-only
2077,0.5,2,9.87608095573841,high,collaborative
2078,1.0,1,9.135383433620072,high,collaborative
2079,0.5,1,6.572387430538525,medium,human-only
2080,1.0,0,11.403472697438204,high,collaborative
2081,0.5,2,11.223938314011372,high,robot-only
2082,0.0,2,11.657898971407953,medium,robot-only
2083,1.0,0,13.027460346777042,low,robot-only
2084,1.0,0,14.188968636634016,medium,human-only
2085,1.0,0,9.685599849503303,medium,robot-only
2086,1.0,0,11.99367238485761,high,human-only
2087,0.0,1,12.503071564818338,medium,collaborative
2088,0.0,1,9.548065296234668,high,collaborative
2089,1.0,2,9.23096221592597,medium,robot-only
2090,0.5,0,9.630366487430535,medium,human-only
2091,0.5,2,9.86715800321788,high,robot-only
2092,1.0,1,10.097606703823867,medium,robot-only
2093,0.5,2,11.166943799038616,medium,collaborative
2094,0.5,1,10.388441097449476,medium,collaborative
2095,1.0,0,10.480493791496974,medium,collaborative
2096,0.5,0,8.844096350857539,medium,collaborative
2097,1.0,2,9.969596672612704,low,robot-only
2098,1.0,0,8.164715448367563,low,collaborative
2099,0.0,0,12.327876201828337,high,collaborative
2100,0.0,0,7.411500310394434,medium,collaborative
2101,1.0,1,10.610393634077235,low,robot-only
2102,1.0,1,9.20068564237171,high,human-only
2103,0.0,2,10.580094958045326,medium,human-only
2104,0.5,2,8.602126352661212,high,human-only
2105,1.0,2,8.711720045565535,medium,collaborative
2106,0.0,0,7.931937376876567,medium,robot-only
2107,0.5,1,9.945272526503821,medium,collaborative
2108,0.0,0,10.721769640530647,low,human-only
2109,1.0,2,11.77818705972524,high,human-only
2110,0.5,1,9.316698390180841,low,human-only
2111,0.5,1,9.57627056320087,low,human-only
2112,0.5,2,13.10054332544249,medium,robot-only
2113,0.5,2,12.272312989240277,medium,collaborative
2114,0.5,1,10.162684720507933,high,collaborative
2115,0.5,1,8.47737498839556,high,human-only
2116,0.5,2,7.324931123210154,low,robot-only
2117,0.0,2,7.5750177385241075,medium,human-only
2118,0.0,2,9.960778294000928,medium,collaborative
2119,0.5,1,9.875864777614293,low,robot-only
2120,0.0,2,11.079041986922828,low,robot-only
2121,1.0,1,10.481716117998516,medium,collaborative
2122,0.5,0,10.72194753112346,medium,human-only
2123,0.0,1,9.15676748884307,high,robot-only
2124,0.0,2,10.37594757536956,high,human-only
2125,0.0,0,10.079494647726362,low,robot-only
2126,0.5,0,10.298171384747361,high,collaborative
2127,0.5,1,12.383661362768422,low,robot-only
2128,0.5,0,11.680866311932377,high,collaborative
2129,1.0,1,9.481973353858065,high,human-only
2130,0.0,1,12.32508108189989,low,robot-only
2131,1.0,0,11.398374867280456,medium,robot-only
2132,0.5,1,8.532243730832464,high,robot-only
2133,0.0,1,11.1523813444326,low,collaborative
2134,1.0,1,8.317307641805124,high,human-only
2135,0.0,1,13.13337766696635,medium,collaborative
2136,1.0,0,11.903258238426794,medium,collaborative
2137,0.0,0,9.603674453098304,medium,human-only
2138,0.5,0,8.375111397874482,low,collaborative
2139,0.0,2,11.72725619524619,low,human-only
2140,0.5,2,8.524990079452538,medium,robot-only
2141,1.0,1,12.22153331171539,high,human-only
2142,0.5,0,10.59478465957737,medium,human-only
2143,1.0,0,12.100302407365326,medium,collaborative
2144,1.0,1,8.860149250207781,low,human-only
2145,0.5,1,13.195463259406097,low,robot-only
2146,0.5,1,8.52701314624731,high,robot-only
2147,0.0,1,8.545104342546729,medium,robot-only
2148,0.5,2,8.727836349048305,medium,human-only
2149,0.5,1,10.339163701494426,medium,collaborative
2150,0.0,0,11.250514629838737,medium,collaborative
2151,0.0,1,10.227282976458767,low,collaborative
2152,0.5,2,9.353552776641958,high,collaborative
2153,1.0,0,8.734958017735767,medium,human-only
2154,1.0,2,12.29087408037584,medium,collaborative
2155,0.0,0,10.821991572669308,high,collaborative
2156,0.5,1,6.981485420303278,medium,collaborative
2157,0.0,0,11.367404293629711,medium,robot-only
2158,0.5,0,12.8633354267939,high,collaborative
2159,0.5,2,8.764090160710449,low,collaborative
2160,0.0,2,16.223159831521343,low,human-only
2161,0.5,2,11.357553729997393,medium,robot-only
2162,0.5,1,8.41320851242999,low,human-only
2163,0.0,1,9.488709096106977,high,collaborative
2164,0.0,0,13.042238110946379,low,robot-only
2165,0.5,2,10.94972644495854,high,robot-only
2166,0.5,1,10.093723769564102,low,human-only
2167,1.0,0,14.425728962569053,medium,collaborative
2168,0.5,2,9.048517321835547,medium,collaborative
2169,0.5,2,11.007005734986404,medium,collaborative
2170,1.0,2,8.838273922473448,medium,human-only
2171,0.5,2,8.115680408041738,low,robot-only
2172,1.0,0,9.284306536484038,medium,human-only
2173,0.5,1,11.503845277402906,medium,collaborative
2174,1.0,1,9.885941733435827,low,collaborative
2175,1.0,2,11.438924026709133,low,human-only
2176,1.0,0,10.800568117166517,medium,collaborative
2177,1.0,1,9.58190450155074,high,human-only
2178,0.0,2,6.431224180009195,low,human-only
2179,0.5,1,8.959019421489415,high,robot-only
2180,1.0,1,8.718050651291431,medium,robot-only
2181,0.0,2,9.758323932820847,high,human-only
2182,1.0,0,11.470901001473916,high,collaborative
2183,1.0,0,8.33883923521385,medium,collaborative
2184,0.5,1,12.618178568535079,high,collaborative
2185,0.0,1,6.670563542344808,high,robot-only
2186,0.5,0,7.553875653937794,medium,collaborative
2187,1.0,1,9.92536631236892,low,human-only
2188,0.5,2,8.902120870277411,medium,collaborative
2189,0.5,0,9.213253903749703,medium,human-only
2190,0.5,0,7.651383440121958,medium,robot-only
2191,1.0,1,9.94012302064706,low,human-only
2192,0.0,1,12.755376846146987,medium,collaborative
2193,1.0,0,8.87653177467374,medium,collaborative
2194,0.5,2,9.293653204196309,low,human-only
2195,0.0,0,8.64083280340351,high,collaborative
2196,0.5,2,11.20521896874813,medium,human-only
2197,0.5,1,6.982922569612463,medium,human-only
2198,0.0,1,12.190052524981953,high,robot-only
2199,0.0,2,8.968615254154855,low,human-only
2200,1.0,0,9.178885179569388,high,collaborative
2201,1.0,2,12.125376850853497,medium,robot-only
2202,0.5,1,8.979578001139767,low,collaborative
2203,1.0,1,10.85183941871665,high,collaborative
2204,0.0,1,11.604198720338232,high,robot-only
2205,0.5,1,7.804529925620923,high,human-only
2206,0.5,1,10.908831051941387,medium,human-only
2207,0.5,1,11.158877967272572,low,robot-only
2208,0.0,1,9.97874947793865,high,human-only
2209,0.0,0,10.68328506754307,high,collaborative
2210,0.5,0,10.41775162068721,low,human-only
2211,0.0,1,11.723366805339433,high,human-only
2212,0.0,1,11.329928073126318,high,human-only
2213,1.0,0,13.795907339910753,medium,human-only
2214,1.0,1,8.520579642229986,medium,robot-only
2215,1.0,1,10.968998504784418,medium,human-only
2216,0.5,2,9.561822067351192,high,collaborative
2217,0.5,0,7.705282831134793,high,human-only
2218,0.5,2,10.9382312222272,medium,collaborative
2219,1.0,2,5.989600341612091,low,robot-only
2220,0.5,0,11.331968037613317,medium,robot-only
2221,0.5,1,8.668052727391835,high,robot-only
2222,0.5,2,9.847967992566941,low,robot-only
2223,0.5,1,10.807740711050208,low,human-only
2224,1.0,2,9.546887584677998,medium,collaborative
2225,0.5,2,12.593888177794799,medium,collaborative
2226,0.0,0,7.96513909590762,high,robot-only
2227,1.0,0,12.05846793809414,high,robot-only
2228,0.0,2,8.188044041048709,medium,collaborative
2229,0.0,1,8.407704893765711,high,human-only
2230,0.5,2,10.575887989550218,medium,human-only
2231,0.5,0,6.509410652514568,medium,human-only
2232,1.0,0,12.077311450155047,low,robot-only
2233,0.5,2,11.223285987406314,medium,robot-only
2234,0.5,2,9.114675314751315,high,collaborative
2235,0.0,1,9.36819340497653,medium,human-only
2236,0.5,1,12.498887332248778,high,collaborative
2237,0.5,2,7.186203799761657,medium,human-only
2238,0.5,2,7.1886263275133935,low,collaborative
2239,0.5,0,8.661822703219208,medium,robot-only
2240,0.0,2,9.052044406188392,high,collaborative
2241,0.5,0,9.452930363277783,high,robot-only
2242,0.5,2,10.391902775633692,medium,collaborative
2243,0.5,0,4.064887412127239,medium,collaborative
2244,1.0,1,8.460007178443586,low,robot-only
2245,0.0,2,9.439753359086515,medium,human-only
2246,1.0,2,12.454452601736055,medium,human-only
2247,0.0,1,7.482005186250854,high,collaborative
2248,1.0,0,9.760075679957978,low,robot-only
2249,0.0,1,9.896160014878413,medium,collaborative
2250,1.0,1,8.592089210736273,medium,collaborative
2251,1.0,1,8.854063443956802,low,collaborative
2252,0.0,2,9.751369279164944,low,robot-only
2253,1.0,1,7.90983155004351,high,robot-only
2254,1.0,1,9.274033843942753,high,collaborative
2255,1.0,1,14.935812868960715,low,collaborative
2256,1.0,2,9.92091999038901,high,robot-only
2257,1.0,1,9.737766046811487,high,collaborative
2258,0.0,2,11.960249009574106,medium,robot-only
2259,0.5,1,7.199173884196658,low,collaborative
2260,0.0,0,13.72453803766034,low,human-only
2261,0.5,0,11.724741844249383,medium,collaborative
2262,1.0,2,10.820834044969875,medium,collaborative
2263,0.5,2,12.224148465690305,medium,human-only
2264,0.5,2,9.640339774887394,low,robot-only
2265,0.0,2,8.770013656615719,low,human-only
2266,0.0,0,9.287236537905407,low,collaborative
2267,0.0,2,8.686430670201156,medium,collaborative
2268,0.0,1,9.841583096870435,low,collaborative
2269,1.0,0,9.545872411998277,high,human-only
2270,1.0,1,10.473141361492393,high,collaborative
2271,0.5,1,11.165790181926837,medium,robot-only
2272,0.5,0,11.867424572534771,high,human-only
2273,0.5,1,12.156406624503312,medium,human-only
2274,0.0,2,8.526831646972989,medium,human-only
2275,1.0,1,7.52159227211507,medium,robot-only
2276,1.0,2,5.416212632846143,low,collaborative
2277,0.5,2,5.594196723831532,medium,collaborative
2278,0.5,1,11.32998757995077,medium,human-only
2279,0.0,1,10.561960658384683,low,human-only
2280,0.0,0,9.671153258988031,high,collaborative
2281,1.0,2,11.962317810906447,medium,collaborative
2282,0.0,1,7.240935217169726,high,collaborative
2283,1.0,2,10.228781579278307,high,robot-only
2284,1.0,1,9.428833137138751,medium,robot-only
2285,1.0,0,11.420294350650213,medium,collaborative
2286,0.5,2,8.682190263752844,high,collaborative
2287,0.0,1,14.155975165293398,high,human-only
2288,0.0,2,12.964212677767438,medium,collaborative
2289,1.0,1,6.232291248585161,medium,human-only
2290,1.0,0,8.57246944696805,low,collaborative
2291,1.0,1,12.176049845223309,high,human-only
2292,1.0,0,7.209223180151713,medium,robot-only
2293,0.5,1,4.718573649531389,low,human-only
2294,0.5,2,9.666570353240036,medium,robot-only
2295,0.0,1,13.291919780300443,high,collaborative
2296,1.0,1,7.240701393234297,medium,robot-only
2297,0.5,1,8.095731731244832,medium,human-only
2298,1.0,2,11.485576730515803,medium,robot-only
2299,0.5,2,8.978835589599717,medium,collaborative
2300,0.5,1,10.236012356563561,high,human-only
2301,0.0,1,9.946197565070769,low,robot-only
2302,1.0,0,8.435223913173209,medium,robot-only
2303,0.5,1,7.0068230698407525,medium,collaborative
2304,0.0,2,9.798099496968877,medium,robot-only
2305,0.0,1,8.479635316935603,low,collaborative
2306,0.0,0,10.611876346667158,medium,collaborative
2307,0.5,2,9.911707621002044,low,collaborative
2308,0.5,1,7.518709400832092,medium,human-only
2309,0.0,1,8.913873728393654,low,collaborative
2310,0.5,0,9.724635307085704,medium,human-only
2311,1.0,1,8.787933721148491,high,collaborative
2312,1.0,2,9.106091876418354,low,robot-only
2313,1.0,0,9.418719048029422,low,human-only
2314,0.5,0,10.0703922913201,medium,robot-only
2315,0.5,0,9.504677400463704,medium,human-only
2316,0.5,2,13.630609175114342,high,collaborative
2317,0.5,1,7.812258207918028,medium,collaborative
2318,1.0,0,7.571146069742905,high,collaborative
2319,0.0,2,13.723501625456569,medium,collaborative
2320,0.5,0,13.12337007261369,low,robot-only
2321,1.0,0,8.9336761044386,low,collaborative
2322,0.0,2,6.879483864150764,medium,collaborative
2323,0.0,0,12.31746445207096,high,human-only
2324,0.0,1,13.573824392859613,medium,collaborative
2325,0.5,1,7.373808810837705,medium,robot-only
2326,0.0,1,9.909404610495606,medium,collaborative
2327,0.0,1,6.854428905237951,high,robot-only
2328,0.0,0,9.418113880012129,medium,collaborative
2329,1.0,1,13.01920968886245,low,collaborative
2330,1.0,1,8.6893041434552,high,collaborative
2331,0.0,0,12.031477505435646,medium,human-only
2332,0.5,0,9.93464067895892,medium,collaborative
2333,0.5,2,6.1153325891020565,medium,collaborative
2334,0.0,2,12.379558993156294,medium,collaborative
2335,0.0,0,8.124067918563435,high,human-only
2336,1.0,1,8.581089323946157,high,human-only
2337,0.5,0,9.53231633243544,high,robot-only
2338,0.0,0,8.095852658464683,low,robot-only
2339,0.5,1,10.626979476398645,low,human-only
2340,0.0,2,7.088901825746748,medium,human-only
2341,1.0,0,8.490226997623985,low,robot-only
2342,0.5,2,10.937362465650553,low,collaborative
2343,1.0,2,9.878563947562105,low,collaborative
2344,1.0,0,8.799998947219896,low,robot-only
2345,0.5,0,5.63583912131831,medium,collaborative
2346,0.0,0,12.69145037260015,high,collaborative
2347,0.5,2,9.968528909331965,high,collaborative
2348,0.0,2,13.224314168035784,high,collaborative
2349,0.5,1,13.662392160586432,medium,robot-only
2350,1.0,1,11.863040460208342,medium,collaborative
2351,1.0,1,10.0614561466353,low,collaborative
2352,0.5,2,9.510100899785161,medium,robot-only
2353,0.5,0,12.374369793478861,low,collaborative
2354,0.5,1,5.594165180695669,low,collaborative
2355,1.0,0,11.238357954284503,high,human-only
2356,0.5,1,10.533787542434137,high,robot-only
2357,1.0,1,9.662373150833778,low,collaborative
2358,1.0,1,7.902544065530835,medium,robot-only
2359,0.5,0,7.8798551976944315,medium,human-only
2360,1.0,1,11.086862317399898,medium,human-only
2361,0.5,1,10.318105617367612,high,collaborative
2362,1.0,2,8.19467878294746,low,collaborative
2363,0.0,1,10.228963402820424,high,robot-only
2364,0.0,0,9.159675633596406,low,human-only
2365,1.0,2,9.64917947278346,medium,robot-only
2366,0.5,2,9.258565806132072,high,human-only
2367,0.5,0,10.092135575212472,high,collaborative
2368,0.0,1,11.213843754687174,high,human-only
2369,0.5,0,9.91183679072375,high,collaborative
2370,0.5,1,9.63603643935591,high,human-only
2371,0.0,0,5.872709392021338,low,collaborative
2372,0.5,0,10.44900245623221,medium,collaborative
2373,0.0,0,7.015118001786412,medium,human-only
2374,0.5,1,9.246437565773578,medium,robot-only
2375,0.5,0,11.328298672848735,high,robot-only
2376,0.0,2,9.004754954330158,low,human-only
2377,0.0,2,12.232229735012378,medium,human-only
2378,1.0,1,9.01298379676334,medium,collaborative
2379,0.5,0,13.136171594336888,medium,human-only
2380,0.5,0,10.602695055268832,medium,collaborative
2381,0.5,1,10.521589956153338,medium,robot-only
2382,1.0,2,12.296327198938,high,human-only
2383,1.0,0,6.388934512187973,low,collaborative
2384,0.5,0,8.215404251398251,medium,robot-only
2385,1.0,1,9.274556332819502,medium,collaborative
2386,1.0,0,10.599771536436753,medium,collaborative
2387,0.0,0,6.683157678799051,low,human-only
2388,0.5,2,5.778705290150369,medium,human-only
2389,0.5,0,9.436206124779842,medium,collaborative
2390,1.0,1,7.655102549498548,high,human-only
2391,1.0,1,6.615255395790305,medium,collaborative
2392,0.5,1,8.16251142835429,high,human-only
2393,0.5,0,9.295681226424366,low,collaborative
2394,0.5,2,12.77433996559014,low,human-only
2395,0.5,2,11.935770054854409,low,robot-only
2396,0.0,2,6.1257335671831505,medium,human-only
2397,0.0,1,7.138795916673777,low,collaborative
2398,1.0,0,8.850478676491042,medium,human-only
2399,0.5,1,10.157316194181123,high,collaborative
2400,0.0,2,8.24229438272811,low,robot-only
2401,1.0,2,9.902399691237461,high,robot-only
2402,1.0,0,9.531354700573003,high,human-only
2403,0.0,2,8.816655159517957,low,human-only
2404,0.5,0,7.445204568337107,medium,robot-only
2405,0.0,1,10.141023935691443,low,robot-only
2406,0.0,1,8.326594576759147,low,collaborative
2407,1.0,2,5.956881015031061,medium,collaborative
2408,0.5,0,10.208220906800594,medium,human-only
2409,1.0,1,11.54210288342765,low,human-only
2410,0.5,2,7.481081085716461,medium,robot-only
2411,0.0,2,6.912168240064853,high,robot-only
2412,0.5,1,11.736761088555523,high,collaborative
2413,0.0,0,11.082671083699601,high,robot-only
2414,0.0,2,10.32460495414887,low,collaborative
2415,0.5,0,11.109877828819748,medium,collaborative
2416,1.0,0,11.029319157251587,high,collaborative
2417,0.0,1,9.509894379848967,high,collaborative
2418,1.0,1,12.316235130803317,medium,robot-only
2419,0.5,0,9.964953347044105,medium,robot-only
2420,1.0,1,10.510130001294513,low,human-only
2421,1.0,0,10.743077483091401,high,human-only
2422,1.0,0,11.496617825969002,high,collaborative
2423,1.0,2,11.344894312374912,low,robot-only
2424,0.5,0,9.958828645385434,medium,robot-only
2425,1.0,2,9.243810284338222,low,robot-only
2426,0.5,1,6.919408774397429,medium,collaborative
2427,1.0,0,9.267962198315834,low,human-only
2428,0.0,0,8.91977573788672,low,human-only
2429,1.0,1,11.84468645852346,low,robot-only
2430,0.5,1,11.715595332890251,medium,collaborative
2431,1.0,1,11.661238343914542,high,human-only
2432,1.0,0,10.589495359717167,high,collaborative
2433,0.5,0,7.302175317298629,low,human-only
2434,0.5,2,7.030541654498837,low,robot-only
2435,1.0,0,10.933909967717895,high,human-only
2436,0.5,0,9.181301591218055,high,human-only
2437,1.0,1,10.389291334534045,medium,collaborative
2438,0.5,2,9.603751223242233,medium,human-only
2439,1.0,2,10.2315821278117,high,collaborative
2440,0.0,2,5.904740737541875,high,robot-only
2441,1.0,1,6.069666532969697,low,robot-only
2442,0.0,1,7.5828181209243555,high,human-only
2443,0.0,0,9.638262524567267,low,robot-only
2444,1.0,0,15.42582782673949,medium,collaborative
2445,0.5,2,8.900988857788109,medium,collaborative
2446,0.0,1,11.656941724990464,medium,human-only
2447,1.0,2,14.62191020103472,low,collaborative
2448,0.0,1,10.3526053649489,medium,robot-only
2449,0.5,0,6.29075944137157,low,human-only
2450,0.5,0,7.510073307480404,low,collaborative
2451,1.0,2,13.827684527180736,high,human-only
2452,0.5,1,9.025921583374283,low,robot-only
2453,0.5,0,6.8011146042155985,medium,collaborative
2454,0.0,2,11.316796263252026,high,human-only
2455,0.5,2,12.306424338220722,low,collaborative
2456,0.0,2,8.893340727801865,medium,human-only
2457,0.0,1,12.555818642678858,medium,human-only
2458,0.5,1,11.371730680840162,low,collaborative
2459,0.5,0,7.458180907295036,low,robot-only
2460,1.0,1,8.869056878653671,low,collaborative
2461,0.0,1,9.844329637582307,high,collaborative
2462,0.5,1,8.730349703897204,high,robot-only
2463,0.5,0,12.376303585461018,low,human-only
2464,0.5,1,6.998092639303546,medium,robot-only
2465,1.0,1,10.885402545221568,low,robot-only
2466,1.0,1,11.7191091699776,high,collaborative
2467,1.0,1,11.10253717675524,high,robot-only
2468,0.5,1,11.485737996869958,low,collaborative
2469,0.0,1,11.74216219565767,low,robot-only
2470,1.0,2,7.712531122888654,medium,human-only
2471,1.0,2,9.14651605011667,medium,collaborative
2472,0.5,1,12.510742552803398,medium,human-only
2473,1.0,0,8.075195957791122,medium,human-only
2474,0.5,1,12.337456588536472,low,collaborative
2475,0.0,1,10.434811418081633,high,collaborative
2476,0.5,2,13.034138773879553,high,human-only
2477,0.5,0,9.928466695382212,medium,human-only
2478,0.0,1,8.662325838139964,medium,human-only
2479,0.0,1,14.44122686342937,medium,human-only
2480,0.0,2,7.782377622571292,medium,human-only
2481,0.5,1,9.949863064092833,medium,collaborative
2482,0.0,2,11.699099946739711,medium,human-only
2483,0.5,0,11.942370706066594,high,collaborative
2484,0.0,2,10.626132191299728,medium,robot-only
2485,0.5,2,8.538490076181589,medium,collaborative
2486,0.5,0,12.613325310906186,low,collaborative
2487,1.0,2,12.052635775701285,high,robot-only
2488,0.0,1,11.009433284873197,high,collaborative
2489,1.0,2,11.783705949691774,high,human-only
2490,0.0,2,10.713713243608867,medium,human-only
2491,0.5,1,9.767312426571399,low,robot-only
2492,0.5,2,10.339963366930975,high,robot-only
2493,0.5,1,12.670238647115667,medium,human-only
2494,1.0,1,6.964808630945634,high,robot-only
2495,0.0,2,10.615195481643918,medium,collaborative
2496,0.0,1,9.765129430550399,medium,human-only
2497,0.5,0,12.068637552651317,medium,collaborative
2498,0.5,1,7.761189230891867,medium,collaborative
2499,0.5,1,5.35045864836009,low,collaborative
2500,0.5,2,10.070809817767692,low,collaborative
2501,1.0,1,7.266122877220337,medium,collaborative
2502,1.0,0,6.742183932997383,low,collaborative
2503,0.5,0,7.930886247843313,high,robot-only
2504,0.5,2,10.996020387088473,medium,human-only
2505,0.0,2,10.35799771490682,medium,collaborative
2506,0.0,0,8.554674458569949,high,human-only
2507,0.5,0,10.771000393023861,low,robot-only
2508,1.0,1,9.91135741288347,medium,collaborative
2509,0.0,1,9.177885279913523,high,collaborative
2510,0.0,1,7.92540072978435,high,collaborative
2511,0.0,0,9.85040891519161,low,collaborative
2512,0.5,1,10.754377901000352,high,human-only
2513,1.0,2,11.33183789176618,low,robot-only
2514,0.5,1,12.155556978626926,high,human-only
2515,0.5,1,14.354758905750572,low,collaborative
2516,1.0,2,11.533983691013493,medium,robot-only
2517,1.0,0,9.508031556158839,medium,human-only
2518,0.5,0,13.140213613690587,high,robot-only
2519,0.0,2,7.669219896559021,medium,human-only
2520,0.5,2,5.054148443899836,low,collaborative
2521,0.0,1,13.563991252287623,low,human-only
2522,1.0,0,8.790079480098317,medium,human-only
2523,0.0,2,11.74629474768214,medium,robot-only
2524,0.0,2,12.065188097403114,medium,human-only
2525,1.0,2,8.891953398137822,medium,robot-only
2526,0.5,1,11.39438499557968,medium,collaborative
2527,0.0,1,11.294754713714164,medium,collaborative
2528,1.0,1,8.546701253872653,low,human-only
2529,0.0,0,7.506300624274,high,collaborative
2530,1.0,2,9.869385224150852,high,human-only
2531,0.5,1,11.211175305993699,low,collaborative
2532,0.0,1,9.824571625941163,medium,collaborative
2533,0.0,1,9.113186672354018,medium,robot-only
2534,1.0,2,10.535249552265737,low,robot-only
2535,0.0,2,10.03757835307845,medium,human-only
2536,1.0,1,9.010875563238038,low,collaborative
2537,0.5,1,12.921060177863117,medium,human-only
2538,0.5,0,11.856369023162008,high,collaborative
2539,1.0,1,11.324626717572093,medium,human-only
2540,0.5,1,14.03500025624656,low,collaborative
2541,0.5,1,13.169931094555768,medium,human-only
2542,0.5,2,11.41617257568731,medium,human-only
2543,0.0,1,7.775506691641349,high,human-only
2544,0.0,2,7.275592256006251,medium,robot-only
2545,0.5,2,8.391289073326021,high,collaborative
2546,0.0,1,8.006865638983298,high,collaborative
2547,1.0,2,9.460244939148813,high,collaborative
2548,1.0,1,12.398807680276331,medium,human-only
2549,1.0,0,11.471072201365205,medium,human-only
2550,0.5,1,11.123460460199176,high,robot-only
2551,0.0,0,11.278323520713522,medium,collaborative
2552,1.0,1,10.012627759664113,high,robot-only
2553,1.0,0,8.313968310475632,high,robot-only
2554,0.0,0,9.639375165338576,medium,collaborative
2555,1.0,0,11.829223290801384,high,collaborative
2556,1.0,1,7.8890658410635925,high,collaborative
2557,0.0,0,10.658890778263949,medium,robot-only
2558,0.5,0,10.700370014281768,medium,robot-only
2559,0.5,2,6.585077814528436,medium,human-only
2560,1.0,1,11.420282371381774,medium,robot-only
2561,0.5,2,9.493257269760722,high,robot-only
2562,1.0,1,10.138176163037816,high,robot-only
2563,0.5,1,11.13416702939005,high,human-only
2564,0.5,1,9.131420750043585,medium,robot-only
2565,1.0,1,6.08929876230827,medium,robot-only
2566,0.5,0,10.55775033910688,low,robot-only
2567,0.5,0,9.61877517546444,low,human-only
2568,1.0,0,10.564287746650624,high,collaborative
2569,1.0,0,7.800327101293235,low,human-only
2570,0.5,1,7.18094821854908,low,human-only
2571,0.0,1,9.227926017758495,medium,human-only
2572,1.0,2,9.786358850496987,low,collaborative
2573,1.0,2,14.289485569917229,medium,collaborative
2574,1.0,2,11.033494183161,medium,robot-only
2575,1.0,1,11.97610197109493,medium,collaborative
2576,0.0,1,13.506449258453847,medium,human-only
2577,1.0,0,9.287727245854859,high,human-only
2578,0.0,1,11.937498283703874,high,robot-only
2579,0.0,0,12.194215634960209,high,collaborative
2580,1.0,2,7.505256328890264,high,collaborative
2581,0.5,1,9.44561083162781,medium,robot-only
2582,0.5,2,8.230362543679922,medium,robot-only
2583,0.5,0,12.87585159832034,medium,robot-only
2584,1.0,0,10.078387769185804,high,robot-only
2585,1.0,2,12.341488866141457,low,human-only
2586,0.0,1,8.794301812966873,low,collaborative
2587,0.5,0,10.54109734206682,high,collaborative
2588,0.0,0,8.36303564826116,medium,robot-only
2589,0.0,1,13.971157766200257,low,collaborative
2590,0.0,2,9.570712576149042,medium,human-only
2591,0.0,1,8.331532242608011,medium,collaborative
2592,0.5,0,12.808370270381634,low,human-only
2593,0.5,1,9.917702735386012,high,human-only
2594,0.0,1,9.705596388008939,low,human-only
2595,0.5,0,8.550334363080724,high,robot-only
2596,0.5,1,11.086236667688526,medium,collaborative
2597,0.5,0,7.964247862131626,high,robot-only
2598,0.0,2,10.655082583779029,low,human-only
2599,1.0,2,9.072903372992002,medium,robot-only
2600,0.0,1,9.539753889503515,high,collaborative
2601,0.0,1,8.34638369575196,high,human-only
2602,0.5,0,12.618585848074197,low,robot-only
2603,0.0,1,12.214599684555001,medium,robot-only
2604,1.0,1,11.165579940708701,low,human-only
2605,0.0,1,9.57640098695752,high,robot-only
2606,0.5,0,7.102291605212548,low,human-only
2607,0.5,1,8.141541228110444,low,robot-only
2608,0.5,1,9.943050900814221,low,robot-only
2609,0.5,2,6.627754900870109,high,human-only
2610,0.5,0,10.638297702184635,low,collaborative
2611,1.0,0,12.791120119493474,high,collaborative
2612,0.0,2,11.818621180265897,high,robot-only
2613,1.0,1,9.330419375072877,high,human-only
2614,0.0,0,10.405021095073735,medium,human-only
2615,0.5,1,5.339598199519101,low,robot-only
2616,1.0,0,12.380874332851462,medium,robot-only
2617,0.5,0,8.885148354518297,low,human-only
2618,0.5,0,6.803672081608327,medium,human-only
2619,0.0,0,8.856653489739108,medium,human-only
2620,1.0,2,12.409565927660676,low,robot-only
2621,1.0,1,9.153926939665784,medium,robot-only
2622,1.0,2,12.126453376455917,medium,collaborative
2623,0.0,2,8.847187271941037,medium,human-only
2624,1.0,0,9.525350908528516,medium,robot-only
2625,0.0,1,7.815504409010918,medium,collaborative
2626,0.0,2,4.6977144989029505,medium,collaborative
2627,0.5,2,8.036817655559663,medium,collaborative
2628,0.0,0,8.913935758351496,medium,collaborative
2629,1.0,2,11.691414348735432,low,human-only
2630,0.5,1,6.201838000899111,low,collaborative
2631,0.0,2,9.358390255089175,low,human-only
2632,0.0,2,11.979301796288045,low,collaborative
2633,0.0,1,8.591898506033052,medium,robot-only
2634,0.0,2,3.2067251607002634,low,robot-only
2635,0.5,2,12.267018062513813,medium,collaborative
2636,0.5,2,11.524766183154432,high,collaborative
2637,0.0,2,8.855845174279397,high,robot-only
2638,0.0,1,11.648225185215834,high,robot-only
2639,0.5,1,12.447780444447364,high,collaborative
2640,0.5,2,9.556003581216002,medium,collaborative
2641,0.0,1,12.17170745374656,low,human-only
2642,0.5,2,10.056538716901494,medium,collaborative
2643,0.5,1,10.536620251365362,medium,human-only
2644,1.0,1,7.623510173916244,medium,collaborative
